Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
GOYA,PAGO REDONDO,Direccion de Nivel Secundario,"EXT. AU. COLEGIO SECUNDARIO ""BUENA VISTA"" (ESC. 595 RURAL)",1801011-02,NO,NO,SI,NO
GOYA,PARAJE SAN ANTONIO,Consejo General de Educacion,ESCUELA Nº 678,1800893-00,SI,SI,NO,NO
GOYA,PARAJE SAN ANTONIO,Consejo General de Educacion,"ESCUELA Nº 718 ""DR.SIMON GARCIA DE COSSIO""",1800945-00,NO,SI,NO,NO
GOYA,PARAJE SAN ANTONIO,Consejo General de Educacion,ESCUELA PRIMARIA Nº 295,1800949-00,NO,SI,NO,NO
GOYA,PARAJE SAN ANTONIO,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 295,1801731-06,SI,NO,NO,NO
GOYA,PARAJE SAN ANTONIO,Consejo General de Educacion,J.I.N. Nº 56 - ESCUELA Nº 718,1801728-03,SI,NO,NO,NO
GOYA,PARANACITO,Consejo General de Educacion,"ESCUELA Nº 597 ""DEOLINDA H. FERNANDEZ DE MASDEU""",1801018-00,SI,SI,NO,NO
GOYA,PASO FANEGAS,Consejo General de Educacion,ESCUELA Nº 780,1800942-00,SI,SI,NO,NO
GOYA,PASO LOS ANGELES,Consejo General de Educacion,ESCUELA Nº 340,1800963-00,SI,SI,NO,NO
GOYA,PASO SAN JUAN,Consejo General de Educacion,"ESCUELA Nº 948 ""JOSE HERNANDEZ""",1800951-00,NO,SI,NO,NO
GOYA,PASO SAN JUAN,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 948,1801731-01,SI,NO,NO,NO
GOYA,PASO SANTA ROSA,Consejo General de Educacion,ESCUELA Nº 320,1800941-00,SI,SI,NO,NO
GOYA,PUERTO BOCA,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 281""SOFIA CHALUB""",1801051-00,NO,SI,NO,NO
GOYA,PUERTO BOCA,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 348 ""DOÑA GOYA""",1801081-00,NO,SI,NO,NO
GOYA,PUERTO BOCA,Consejo General de Educacion,J.I.N. Nº 10 - ESCUELA Nº 281,1801606-04,SI,NO,NO,NO
GOYA,PUERTO BOCA,Consejo General de Educacion,J.I.N. Nº 10 - ESCUELA Nº 348,1801606-03,SI,NO,NO,NO
GOYA,PUERTO BOCA,Direccion de Nivel Secundario,"EXTENSION AULICA EN LA ESCUELA PRIMARIA Nº 281 (ESC.NORMAL ""MARIANO I. LOZA"")",1800428-01,NO,NO,SI,NO
GOYA,PUNTA BATEL,Consejo General de Educacion,"ESCUELA Nº 546 ""CRUZ DE LOS MILAGROS""",1800987-00,SI,SI,NO,NO
GOYA,PUNTA IFRAN,Consejo General de Educacion,"ESCUELA Nº 462 ""LUIS YACUZZI""",1801017-00,SI,SI,NO,NO
GOYA,PUNTA IFRAN,Consejo General de Educacion,ESCUELA Nº 513,1800966-00,SI,SI,NO,NO
GOYA,PUNTA IFRAN,Consejo General de Educacion,"ESCUELA Nº 720 ""MARTIN MIGUEL DE GUEMES""",1800967-00,SI,SI,NO,NO
GOYA,PUNTA IFRAN,Consejo General de Educacion,J.I.N.Nº 59 - ESCUELA Nº 459,1801754-02,SI,NO,NO,NO
GOYA,PUNTA IFRAN,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE PARAJE IFRAN,1801641-00,NO,NO,SI,NO
GOYA,PUNTA IFRAN,Direccion de Nivel Secundario,EXT.AULICA DE ADULTOS (COLEGIO SEC. DE PARAJE IFRAN),1801641-01,NO,NO,SI,NO
GOYA,PUNTA MARUCHA,Consejo General de Educacion,ESCUELA Nº 480,1800959-00,SI,SI,NO,NO
GOYA,PUNTA MARUCHA,Consejo General de Educacion,ESCUELA Nº 482,1800881-00,NO,SI,NO,NO
GOYA,REMANSO,Consejo General de Educacion,"ESCUELA Nº 733 ""ADELA OTS ORTIZ""",1800965-00,NO,SI,NO,NO
GOYA,REMANSO,Consejo General de Educacion,J.I.N. Nº 12 - ESCUELA Nº 733,1801608-03,SI,NO,NO,NO
GOYA,RINCON DE GOMEZ,Consejo General de Educacion,"ESCUELA Nº 719 ""JUAN BAUTISTA AMBROSETTI""",1800891-00,NO,SI,NO,NO
GOYA,RINCON DE GOMEZ,Consejo General de Educacion,J.I.N.Nº 59 - ESCUELA Nº 719,1801754-03,SI,NO,NO,NO
GOYA,RINCON DEL PAGO,Consejo General de Educacion,ESCUELA PRIMARIA Nº 770,1801009-00,SI,SI,NO,NO
GOYA,SAN GREGORIO,Consejo General de Educacion,"ESCUELA Nº 861 ""DR.MIGUEL SUSSINI""",1800975-00,NO,SI,NO,NO
GOYA,SAN GREGORIO,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 861,1801731-05,SI,NO,NO,NO
GOYA,SAN GREGORIO,Direccion de Nivel Secundario,"EXT. AU. COLEGIO SECUNDARIO ""BUENA VISTA"" (ESC. 861 RURAL)",1801011-03,NO,NO,SI,NO
GOYA,SAN ISIDRO,Consejo General de Educacion,"ESCUELA Nº 526 ""DR.DIEGO NICOLAS DIAZ COLODRERO""",1801010-00,NO,SI,NO,NO
GOYA,SAN ISIDRO,Consejo General de Educacion,J.I.N. Nº 52 (SEDE) - ESCUELA Nº 526,1801731-00,SI,NO,NO,NO
GOYA,SAN ISIDRO,Direccion de Educación Tecnico Profesional,ESCUELA AGROTECNICA SAN ISIDRO LABRADOR,1801737-00,NO,NO,SI,NO
GOYA,SAN ISIDRO,Direccion de Nivel Secundario,"EXT. AU.ADULTOS COLEGIO SEC. ""BUENA VISTA"" (ESC. 526 RURAL)",1801011-07,NO,NO,SI,NO
GOYA,SAN MARTIN,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 679,1801012-00,NO,SI,NO,NO
GOYA,SAN MARTIN,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 679,1801731-02,SI,NO,NO,NO
GOYA,SAN PEDRO,Consejo General de Educacion,"ESCUELA Nº 461 ""JOSE HERNANDEZ""",1801040-00,NO,SI,NO,NO
GOYA,SAN PEDRO,Consejo General de Educacion,J.I.N. Nº 56 (SEDE) - ESCUELA Nº 461,1801728-00,SI,NO,NO,NO
GOYA,SANTA MARIA,Consejo General de Educacion,"ESCUELA Nº 882 ""CONSTITUCION NACIONAL""",1800944-00,NO,SI,NO,NO
GOYA,SANTA MARIA,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 882,1801731-07,SI,NO,NO,NO
GOYA,SANTA ROSA,Consejo General de Educacion,ESCUELA Nº 593,1800972-00,SI,SI,NO,NO
GOYA,SANTILLAN,Consejo General de Educacion,ESCUELA Nº 372,1801329-00,SI,SI,NO,NO
GOYA,SOLEDAD,Consejo General de Educacion,"ESCUELA Nº 717 ""OBISPO ALBERTO DEVOTO""",1800326-00,NO,SI,NO,NO
GOYA,STELLA MARIS,Consejo General de Educacion,"ESCUELA Nº 276 ""SERAFIN IBAÑEZ""",1800938-00,NO,SI,NO,NO
GOYA,STELLA MARIS,Consejo General de Educacion,J.I.N. Nº 52 - ESCUELA Nº 276,1801731-04,SI,NO,NO,NO
GOYA,STELLA MARIS,Direccion de Nivel Secundario,"EXT. AU. COLEGIO SECUNDARIO ""BUENA VISTA"" (ESC. 276 RURAL)",1801011-04,NO,NO,SI,NO
GOYA,TRES BOCAS,Direccion de Enseñanza Privada,"E.F.A.""JAHA KATU"" I.S.29",1801503-00,NO,NO,SI,NO
GOYA,VILLA LEONOR,Consejo General de Educacion,"ESCUELA Nº 895 ""PLACIDO MARTINEZ""",1800890-00,SI,SI,NO,NO
GOYA,VILLA LUJAN,Consejo General de Educacion,"ESCUELA Nº 253 ""PROFESOR BLAS G. LUCCIONI""",1800886-00,SI,SI,NO,NO
ITATI,EL ABRA,Consejo General de Educacion,ESCUELA Nº 180,1801180-00,NO,SI,NO,NO
ITATI,ESTANCIA SAN BENITO,Consejo General de Educacion,"ESCUELA Nº 778 ""AARON ANCHORENA""",1801065-00,SI,SI,NO,NO
ITATI,GUAYU,Consejo General de Educacion,"ESCUELA Nº 791 ""GENDARMERIA NACIONAL""",1801062-00,SI,SI,NO,NO
ITATI,GUAYU,Direccion de Nivel Secundario,"EXT.AULICA ESCUELA NORMAL""DR.PEDRO BONASTRE"" (ESC. Nº 791  RURAL)",1800302-03,NO,NO,SI,NO
ITATI,ITATI,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 45,1801705-45,NO,SI,SI,NO
ITATI,ITATI,Consejo General de Educacion,"ESCUELA Nº 177 ""FRAY LUIS DE BOLAÑOS""",1801064-00,NO,SI,NO,NO
ITATI,ITATI,Consejo General de Educacion,"ESCUELA Nº 676 ""DIRECTORA BALBINA NIELLA""",1800224-00,NO,SI,NO,NO
ITATI,ITATI,Consejo General de Educacion,J.I.N. Nº 34 - ESCUELA Nº 177,1801610-01,SI,NO,NO,NO
ITATI,ITATI,Consejo General de Educacion,"J.I.N. Nº 34 (SEDE) ""GRANADEROS DE SAN MARTIN"" - ESCUELA Nº 676",1801610-00,SI,NO,NO,NO
ITATI,ITATI,Direccion de Enseñanza Privada,"ESCUELA PARROQUIAL ""MONSEÑOR DR.LUIS MARIA NIELLA"" I.P.3-I.S. 60",1800223-00,SI,SI,SI,NO
ITATI,ITATI,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""NUESTRA SEÑORA DE ITATI"" I PROF- 6",1801390-00,NO,NO,NO,NO
ITATI,ITATI,Direccion de Enseñanza Privada,ESCUELA PROFESIONAL MARÍA AUXILIADORA I - PROF.2,1801626-00,NO,NO,NO,NO
ITATI,ITATI,Direccion de Enseñanza Privada,"INSTITUTO DE EDUCACION ESPECIAL Nº 3 ""DON ORIONE"" I.E.3",1800357-00,NO,SI,NO,NO
ITATI,ITATI,Direccion de Nivel Secundario,COLEGIO SECUNDARIO EN ITATI,1801861-00,NO,NO,SI,NO
ITATI,ITATI,Direccion de Nivel Secundario,"ESCUELA NORMAL""DR.PEDRO BONASTRE""",1800302-00,SI,SI,SI,NO
ITATI,ITATI,Direccion de Nivel Superior,EXTENSION AULICA EN ITATI (I.S.F.D. DR.JUAN PUJOL),1801411-03,NO,NO,NO,SI
ITATI,ITATI,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN ITATI,1801829-00,NO,NO,NO,SI
ITATI,RAMADA PASO,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 46,1801705-46,NO,SI,SI,NO
ITATI,RAMADA PASO,Consejo General de Educacion,"ESCUELA Nº 496 ""SANTIAGO MARIA NIELLA""",1801149-00,NO,SI,NO,NO
ITATI,RAMADA PASO,Consejo General de Educacion,J.I.N. Nº34 - ESCUELA Nº 496,1801610-03,SI,NO,NO,NO
ITATI,RAMADA PASO,Direccion de Educación Tecnico Profesional,ESCUELA AGROTECNICA DE RAMADA PASO,1800303-00,NO,NO,SI,NO
ITATI,RAMADA PASO,Direccion de Nivel Superior,EXTENSION AULICA DE RAMADA PASO (I.S.F.D. EN ITATI),1801829-01,NO,NO,NO,SI
ITATI,SANTA RITA,Consejo General de Educacion,"ESCUELA Nº 182 ""MARTIN M. DE GÜEMES""",1801071-00,NO,SI,NO,NO
ITATI,SANTA RITA,Consejo General de Educacion,J.I.N. Nº 34 - ESCUELA Nº 182,1801610-02,SI,NO,NO,NO
ITATI,SCORZA CUE,Consejo General de Educacion,"ESCUELA Nº 949 ""DIR. MANUEL DE JESUS GODOY""",1801069-00,NO,SI,NO,NO
ITATI,TUYUTY,Consejo General de Educacion,"ESCUELA Nº 818 ""CONGRESO DE TUCUMAN""",1801070-00,SI,SI,NO,NO
ITATI,VILLA LA PALMIRA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO EN ""LA PALMIRA""",1801846-00,NO,NO,SI,NO
ITATI,YACAREY,Consejo General de Educacion,"ESCUELA PRIMARIA  Nº 497 ""LETICIA MARTINEZ DE VALLEJOS""",1801068-00,SI,SI,NO,NO
ITUZAINGO,APIPE GRANDE,Consejo General de Educacion,"ESCUELA Nº 752 ""PREFECTURA NAVAL ARGENTINA""",1800896-00,SI,SI,NO,NO
ITUZAINGO,APIPE GRANDE,Direccion de Nivel Superior,"EXTENSION AULICA APIPE GRANDE(I.S.F.D.""ITUZAINGO"")",1801768-01,NO,NO,NO,SI
ITUZAINGO,CAA CARAI,Consejo General de Educacion,ESCUELA Nº 871,1800763-00,NO,SI,NO,NO
ITUZAINGO,COLONIA GENERAL URIBURU,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PARAJE MONTE GRANDE,1801916-00,NO,NO,SI,NO
ITUZAINGO,COLONIA LIEBIG,Consejo General de Educacion,"ESCUELA Nº 165 ""HEROES CORRENTINOS""",1800478-00,NO,SI,NO,NO
ITUZAINGO,COLONIA LIEBIG,Consejo General de Educacion,ESCUELA PRIMARIA Nº 298,1800480-00,SI,SI,NO,NO
ITUZAINGO,COLONIA LIEBIG,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 66,1801310-00,NO,SI,NO,NO
ITUZAINGO,COLONIA LIEBIG,Consejo General de Educacion,"J.I.N. Nº 30 ""HUELLITAS"" - ESCUELA Nº 165",1801612-01,SI,NO,NO,NO
ITUZAINGO,COLONIA LIEBIG,Consejo General de Educacion,J.I.N. Nº 30 HUELLITAS - ESCUELA Nº 918 Santo de la Espada,1801612-04,SI,NO,NO,NO
ITUZAINGO,COLONIA LIEBIG,Direccion de Educación Tecnico Profesional,ESCUELA TECNICA EUGENIA ELMA MOROS,1801429-00,NO,NO,SI,NO
ITUZAINGO,COLONIA LIEBIG,Direccion de Enseñanza Privada,INSTITUTO EDUCATIVO COOPERATIVO CRECER,1801656-00,SI,SI,NO,NO
ITUZAINGO,COLONIA LIEBIG,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""ANTONIO BIALE""",1800544-00,NO,NO,SI,NO
ITUZAINGO,COLONIA LIEBIG,Direccion de Nivel Superior,EXTENSION AULICA DE COLONIA LIEBIG'S (I.F.D. JORGE L.BORGES),1800320-03,NO,NO,NO,SI
ITUZAINGO,COLONIA LIEBIG,Direccion de Nivel Superior,SUBSEDE COLONIA LIEBIG'S (I.F.D. DE GOB.VIRASORO),1801218-01,NO,NO,NO,SI
ITUZAINGO,ISLA APIPE CHICO,Consejo General de Educacion,"ESCUELA Nº 219 ""EJERCITO ARGENTINO""",1800872-00,SI,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 57,1801705-57,NO,SI,SI,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,ESCUELA DE EDUCACION ESPECIAL Nº 12,1800767-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA JARDIN DE INFANTES Nº 11 ""CRECER JUNTOS""",1800860-00,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA JARDIN DE INFANTES Nº 45 ""TORTUGUITA""",1801746-00,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 106 ""ISLAS MALVINAS ARGENTINAS""",1800760-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 107 ""OLINDA CEFERINA MIRANDA DE MEZA""",1800831-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,ESCUELA Nº 222,1801318-00,SI,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 243 ""GOBERNADOR PEDRO FERRE""",1800761-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 495 ""PROVINCIA DE LA RIOJA""",1800759-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 71 ""JOSE RAMON MARIÑO""",1800819-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 918 ""SANTO DE LA ESPADA""",1800485-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"ESCUELA Nº 966 ""ITUZAINGO""",1800736-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 35,1800826-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,J.I.N. Nº 21 - ESCUELA Nº 107,1801611-01,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,"J.I.N. Nº 21 (SEDE) - ESCUELA Nº 495 ""PROVINCIA DE LA RIOJA""",1801611-00,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,J.I.N. Nº 71 - ESCUELA Nº 106,1801747-01,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Consejo General de Educacion,J.I.N. Nº 71 (SEDE) - ESCUELA Nº 243,1801747-00,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""ING. ROQUE GUILLERMO CARRANZA""",1800758-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Enseñanza Privada,"ESCUELA ""INTEGRAL ARTISTICA"" I.P-80 I.33",1800825-00,SI,SI,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Enseñanza Privada,"INSTITUTO ""TORRE FUERTE"" I.P-84",1801903-00,NO,SI,NO,NO
ITUZAINGO,ITUZAINGO,Direccion de Enseñanza Privada,"JARDIN DE INFANTES""PASITOS""I.P.P-88",1801900-00,SI,NO,NO,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""ISLAS MALVINAS""",1801663-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JUAN BAUTISTA ALBERDI""",1800818-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE ITUZAINGO,1801534-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO EN PJE. SANTA TECLA,1801874-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA JOVENES Y ADULTOS EN ITUZAINGO,1801885-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA JOVENES Y ADULTOS EN ITUZAINGO,1801893-00,NO,NO,SI,NO
ITUZAINGO,ITUZAINGO,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN ITUZAINGO,1801768-00,NO,NO,NO,SI
ITUZAINGO,LA FLORIDA,Consejo General de Educacion,ESCUELA JARDIN Nº 55,1801924-00,SI,NO,NO,NO
ITUZAINGO,LA FLORIDA,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 74 ""GRAL. MATIAS DE IRIGOYEN""",1800738-00,SI,SI,NO,NO
ITUZAINGO,LA FLORIDA,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 21,1801879-00,NO,NO,SI,NO
ITUZAINGO,LA FLORIDA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PJE. LA FLORIDA,1801806-00,NO,NO,SI,NO
ITUZAINGO,LA MERCED,Consejo General de Educacion,"ESCUELA Nº 950 ""GRANADERO JUAN BAUTISTA BAIGORRIA""",1800486-00,NO,SI,NO,NO
ITUZAINGO,LA MERCED,Consejo General de Educacion,"J.I.N. Nº 30 ""HUELLITAS"" - ESCUELA Nº 950",1801612-03,SI,NO,NO,NO
ITUZAINGO,LAS LOMAS,Consejo General de Educacion,"ESCUELA Nº 869 ""RAMON WALTER LARRABURU""",1800484-00,SI,SI,NO,NO
ITUZAINGO,LIBERTAD,Consejo General de Educacion,"ESCUELA Nº 847 ""JULIO ARGENTINO CODERMATZ""",1800764-00,SI,SI,NO,NO
ITUZAINGO,MONTE GRANDE,Consejo General de Educacion,"ESCUELA Nº 213 ""ROSALÍA VALDÉS DE SALAS""",1800898-00,SI,SI,NO,NO
ITUZAINGO,PARAJE BUENA VISTA,Consejo General de Educacion,ESCUELA ALBERGUE Nº 364,1800900-00,SI,SI,NO,NO
ITUZAINGO,PARAJE BUENA VISTA,Consejo General de Educacion,"ESCUELA Nº 953 "" DR. ALFREDO LANARI""",1800762-00,NO,SI,NO,NO
ITUZAINGO,PARAJE OMBU CHICO,Consejo General de Educacion,"ESCUELA Nº 331""GUARDA COSTAS LYNCH""",1801364-00,SI,SI,NO,NO
ITUZAINGO,PARAJE. SAN BORGITA,Consejo General de Educacion,"ESCUELA Nº 241 ""PADRE JULIAN ZINI""",1800858-00,SI,SI,NO,NO
ITUZAINGO,PLAYADITO,Consejo General de Educacion,"ESCUELA Nº 358 ""SOLDADOS CORRENTINOS""",1800757-00,SI,SI,NO,NO
ITUZAINGO,PLAYADITO,Consejo General de Educacion,"ESCUELA Nº 787 ""JOSE HERNANDEZ""",1800483-00,NO,SI,NO,NO
ITUZAINGO,PLAYADITO,Consejo General de Educacion,"J.I.N. Nº 30 ""HUELLITAS"" - ESCUELA Nº 787",1801612-02,SI,NO,NO,NO
ITUZAINGO,RINCON SANTA MARIA,Direccion de Enseñanza Privada,"E.F.A.""ITU"" IS-28",1801502-00,NO,NO,SI,NO
ITUZAINGO,SAN ANTONIO,Consejo General de Educacion,"ESCUELA Nº 419 ""GUARDA COSTA RIO IGUAZU""",1800811-00,SI,SI,NO,NO
ITUZAINGO,SAN ANTONIO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR. ADOLFO CONTTE""",1800901-00,NO,NO,SI,NO
ITUZAINGO,SAN CARLOS,Consejo General de Educacion,"ESCUELA Nº 418 ""AMERICO BOSCHETTI""",1800545-00,NO,SI,NO,NO
ITUZAINGO,SAN CARLOS,Consejo General de Educacion,"ESCUELA Nº 73 ""GRACIELA BEATRIZ GONZALEZ DE SOSA""",1800548-00,SI,SI,NO,NO
ITUZAINGO,SAN CARLOS,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 47,1800487-00,NO,SI,NO,NO
ITUZAINGO,SAN CARLOS,Consejo General de Educacion,"J.I.N. Nº 30 ""HUELLITAS"" (SEDE) - ESCUELA Nº 418",1801612-00,SI,NO,NO,NO
ITUZAINGO,SAN CARLOS,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE SAN CARLOS,1800491-00,NO,NO,SI,NO
ITUZAINGO,SAN CARLOS,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS EN SAN CARLOS,1801795-00,NO,NO,SI,NO
ITUZAINGO,SAN CARLOS,Direccion de Nivel Superior,"SUBSEDE EN SAN CARLOS (I.S.F.D.""ITUZAINGO"")",1801768-03,NO,NO,NO,SI
ITUZAINGO,SAN JUAN BAUTISTA,Consejo General de Educacion,"ESCUELA Nº 728 ""BERNARDINO VALLE""",1800765-00,SI,SI,NO,NO
ITUZAINGO,SANTOS LUGARES,Consejo General de Educacion,ESCUELA PRIMARIA Nº 335,1800481-00,SI,SI,NO,NO
ITUZAINGO,VILLA OLIVARI,Consejo General de Educacion,"ESCUELA Nº 64 ""JOSE LUIS OLIVARI""",1800737-00,SI,SI,NO,NO
ITUZAINGO,VILLA OLIVARI,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DOÑA MARIA HAYDEE GALARZA""",1800853-00,NO,NO,SI,NO
ITUZAINGO,VILLA OLIVARI,Direccion de Nivel Superior,EXTENSION AULICA EN VILLA OLIVARI (I.S.F.D. EN ITUZAINGO),1801768-04,NO,NO,NO,SI
LAVALLE,ALGARROBO,Consejo General de Educacion,"ESCUELA Nº 78 ""FLORENTINA M. DE GOMEZ""",1800795-00,NO,SI,NO,NO
LAVALLE,ALGARROBO,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 453 ""NAIN CHAIN""",1800791-00,NO,SI,NO,NO
LAVALLE,ALGARROBO,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 453,1801727-03,SI,NO,NO,NO
LAVALLE,ALGARROBO,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 78,1801727-05,SI,NO,NO,NO
LAVALLE,CAFARREÑO,Consejo General de Educacion,ESCUELA Nº 454,1800231-00,SI,SI,NO,NO
LAVALLE,CAMPO VALLEJOS,Consejo General de Educacion,ESCUELA Nº 842,1800227-00,SI,SI,NO,NO
LAVALLE,CASUALIDAD,Consejo General de Educacion,ESCUELA Nº 844,1800226-00,NO,SI,NO,NO
LAVALLE,COLONIA CECILIO ECHEVERRIA,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 530,1800838-00,NO,SI,NO,NO
LAVALLE,COLONIA CECILIO ECHEVERRIA,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 530,1801727-01,SI,NO,NO,NO
LAVALLE,COLONIA GENERAL FERRE,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 80,1800794-00,NO,SI,NO,NO
LAVALLE,COLONIA GENERAL FERRE,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 80,1801727-07,SI,NO,NO,NO
LAVALLE,COLONIA GOBERNADOR GALLINO,Consejo General de Educacion,ESCUELA Nº 322,1800242-00,SI,SI,NO,NO
LAVALLE,COLONIA MARTINEZ,Consejo General de Educacion,"ESCUELA Nº 508 ""GENARMERIA NACIONAL""",1800790-00,NO,SI,NO,NO
LAVALLE,COLONIA MARTINEZ,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 508,1801727-06,SI,NO,NO,NO
LAVALLE,COLONIA SAN JOSE,Consejo General de Educacion,ESCUELA Nº 722,1800836-00,NO,SI,NO,NO
LAVALLE,COLONIA SAN JOSE,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 266,1801727-04,SI,NO,NO,NO
LAVALLE,COLONIA SAN JOSE,Consejo General de Educacion,J.I.N. Nº 54 (SEDE) - ESCUELA Nº 722,1801727-00,SI,NO,NO,NO
LAVALLE,COSTA BATEL,Consejo General de Educacion,"ESCUELA Nº 683 ""ADOLFO BADARO""",1800229-00,SI,SI,NO,NO
LAVALLE,COSTA BATEL,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO DE YATAITI CALLE"" (EXT.AULICA QUE FUNCIONA EN LA ESC.Nº 683)",1801664-01,NO,NO,SI,NO
LAVALLE,CRUCESITA,Consejo General de Educacion,"ESCUELA Nº 456 ""MIGUEL REPISO""",1800304-00,SI,SI,NO,NO
LAVALLE,CRUZ DE LOS MILAGROS,Consejo General de Educacion,"ESCUELA Nº 682 ""PEDRO ACEVEDO AVALOS""",1800784-00,NO,SI,NO,NO
LAVALLE,CRUZ DE LOS MILAGROS,Consejo General de Educacion,J.I.N. Nº 54 - ESCUELA Nº 682,1801727-02,SI,NO,NO,NO
LAVALLE,CRUZ DE LOS MILAGROS,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARAJE CRUZ DE LOS MILAGROS,1801779-00,NO,NO,SI,NO
LAVALLE,CRUZ DE LOS MILAGROS,Direccion de Nivel Superior,"SUBSEDE EN CRUZ DE LOS MILAGROS (I.S.F.D. ""SANTA LUCIA"")",1801766-04,NO,NO,NO,SI
